PATIENT CELL GENE VALUE
MSK67 Cell_6115 KRAS 0
MSK67 Cell_6116 KRAS 0
MSK67 Cell_6117 KRAS 0
MSK67 Cell_6118 KRAS 0
MSK67 Cell_6119 KRAS 0
MSK67 Cell_6120 KRAS 0
MSK67 Cell_6121 KRAS 0
MSK67 Cell_6122 KRAS 0
MSK67 Cell_6123 KRAS 0
MSK67 Cell_6124 KRAS 0
MSK67 Cell_6125 KRAS 0
MSK67 Cell_6126 KRAS 0
MSK67 Cell_6127 KRAS 0
MSK67 Cell_6128 KRAS 0
MSK67 Cell_6129 KRAS 0
MSK67 Cell_6130 KRAS 0
MSK67 Cell_6131 KRAS 0
MSK67 Cell_6132 KRAS 0
MSK67 Cell_6133 KRAS 0
MSK67 Cell_6134 KRAS 0
MSK67 Cell_6135 KRAS 0
MSK67 Cell_6136 KRAS 0
MSK67 Cell_6137 KRAS 0
MSK67 Cell_6138 KRAS 0
MSK67 Cell_6139 KRAS 0
MSK67 Cell_6140 KRAS 0
MSK67 Cell_6141 KRAS 0
MSK67 Cell_6142 KRAS 0
MSK67 Cell_6143 KRAS 0
MSK67 Cell_6144 KRAS 0
MSK67 Cell_6145 KRAS 0
MSK67 Cell_6146 KRAS 0
MSK67 Cell_6147 KRAS 0
MSK67 Cell_6148 KRAS 0
MSK67 Cell_6149 KRAS 0
MSK67 Cell_6150 KRAS 0
MSK67 Cell_6151 KRAS 0
MSK67 Cell_6152 KRAS 0
MSK67 Cell_6153 KRAS 0
MSK67 Cell_6154 KRAS 0
MSK67 Cell_6155 KRAS 0
MSK67 Cell_6156 KRAS 0
MSK67 Cell_6157 KRAS 0
MSK67 Cell_6158 KRAS 0
MSK67 Cell_6159 KRAS 0
MSK67 Cell_6160 KRAS 0
MSK67 Cell_6161 KRAS 0
MSK67 Cell_6162 KRAS 0
MSK67 Cell_6163 KRAS 0
MSK67 Cell_6164 KRAS 0
MSK67 Cell_6165 KRAS 0
MSK67 Cell_6166 KRAS 1
MSK67 Cell_6167 KRAS 0
MSK67 Cell_6168 KRAS 0
MSK67 Cell_6169 KRAS 0
MSK67 Cell_6170 KRAS 0
MSK67 Cell_6171 KRAS 0
MSK67 Cell_6172 KRAS 0
MSK67 Cell_6173 KRAS 1
MSK67 Cell_6174 KRAS 0
MSK67 Cell_6175 KRAS 0
MSK67 Cell_6176 KRAS 0
MSK67 Cell_6177 KRAS 1
MSK67 Cell_6178 KRAS 0
MSK67 Cell_6179 KRAS 0
MSK67 Cell_6180 KRAS 0
MSK67 Cell_6181 KRAS 0
MSK67 Cell_6182 KRAS 0
MSK67 Cell_6183 KRAS 0
MSK67 Cell_6184 KRAS 0
MSK67 Cell_6185 KRAS 0
MSK67 Cell_6186 KRAS 0
MSK67 Cell_6187 KRAS 0
MSK67 Cell_6188 KRAS 0
MSK67 Cell_6189 KRAS 0
MSK67 Cell_6190 KRAS 0
MSK67 Cell_6191 KRAS 0
MSK67 Cell_6192 KRAS 0
MSK67 Cell_6193 KRAS 0
MSK67 Cell_6194 KRAS 0
MSK67 Cell_6195 KRAS 0
MSK67 Cell_6196 KRAS 0
MSK67 Cell_6197 KRAS 0
MSK67 Cell_6198 KRAS 0
MSK67 Cell_6199 KRAS 0
MSK67 Cell_6200 KRAS 0
MSK67 Cell_6201 KRAS 0
MSK67 Cell_6202 KRAS 0
MSK67 Cell_6203 KRAS 0
MSK67 Cell_6204 KRAS 1
MSK67 Cell_6205 KRAS 0
MSK67 Cell_6206 KRAS 0
MSK67 Cell_6207 KRAS 0
MSK67 Cell_6208 KRAS 0
MSK67 Cell_6209 KRAS 0
MSK67 Cell_6210 KRAS 0
MSK67 Cell_6211 KRAS 0
MSK67 Cell_6212 KRAS 0
MSK67 Cell_6213 KRAS 0
MSK67 Cell_6214 KRAS 0
MSK67 Cell_6215 KRAS 0
MSK67 Cell_6216 KRAS 0
MSK67 Cell_6217 KRAS 0
MSK67 Cell_6218 KRAS 0
MSK67 Cell_6219 KRAS 0
MSK67 Cell_6220 KRAS 0
MSK67 Cell_6221 KRAS 1
MSK67 Cell_6222 KRAS 1
MSK67 Cell_6223 KRAS 1
MSK67 Cell_6224 KRAS 0
MSK67 Cell_6225 KRAS 0
MSK67 Cell_6226 KRAS 0
MSK67 Cell_6227 KRAS 0
MSK67 Cell_6228 KRAS 0
MSK67 Cell_6229 KRAS 0
MSK67 Cell_6230 KRAS 0
MSK67 Cell_6231 KRAS 0
MSK67 Cell_6232 KRAS 0
MSK67 Cell_6233 KRAS 0
MSK67 Cell_6234 KRAS 0
MSK67 Cell_6235 KRAS 0
MSK67 Cell_6236 KRAS 0
MSK67 Cell_6237 KRAS 0
MSK67 Cell_6238 KRAS 0
MSK67 Cell_6239 KRAS 0
MSK67 Cell_6240 KRAS 0
MSK67 Cell_6241 KRAS 0
MSK67 Cell_6242 KRAS 0
MSK67 Cell_6243 KRAS 0
MSK67 Cell_6244 KRAS 0
MSK67 Cell_6245 KRAS 0
MSK67 Cell_6246 KRAS 0
MSK67 Cell_6247 KRAS 0
MSK67 Cell_6248 KRAS 0
MSK67 Cell_6249 KRAS 0
MSK67 Cell_6250 KRAS 0
MSK67 Cell_6251 KRAS 0
MSK67 Cell_6252 KRAS 0
MSK67 Cell_6253 KRAS 0
MSK67 Cell_6254 KRAS 0
MSK67 Cell_6255 KRAS 0
MSK67 Cell_6256 KRAS 0
MSK67 Cell_6257 KRAS 0
MSK67 Cell_6258 KRAS 0
MSK67 Cell_6259 KRAS 0
MSK67 Cell_6260 KRAS 0
MSK67 Cell_6261 KRAS 0
MSK67 Cell_6262 KRAS 0
MSK67 Cell_6263 KRAS 0
MSK67 Cell_6264 KRAS 0
MSK67 Cell_6265 KRAS 0
MSK67 Cell_6266 KRAS 0
MSK67 Cell_6267 KRAS 0
MSK67 Cell_6268 KRAS 0
MSK67 Cell_6269 KRAS 0
MSK67 Cell_6270 KRAS 0
MSK67 Cell_6271 KRAS 1
MSK67 Cell_6272 KRAS 0
MSK67 Cell_6273 KRAS 0
MSK67 Cell_6274 KRAS 0
MSK67 Cell_6275 KRAS 0
MSK67 Cell_6276 KRAS 0
MSK67 Cell_6277 KRAS 0
MSK67 Cell_6278 KRAS 0
MSK67 Cell_6279 KRAS 0
MSK67 Cell_6280 KRAS 0
MSK67 Cell_6281 KRAS 0
MSK67 Cell_6282 KRAS 1
MSK67 Cell_6283 KRAS 0
MSK67 Cell_6284 KRAS 1
MSK67 Cell_6285 KRAS 1
MSK67 Cell_6286 KRAS 0
MSK67 Cell_6287 KRAS 0
MSK67 Cell_6288 KRAS 0
MSK67 Cell_6289 KRAS 0
MSK67 Cell_6290 KRAS 0
MSK67 Cell_6291 KRAS 0
MSK67 Cell_6292 KRAS 0
MSK67 Cell_6293 KRAS 0
MSK67 Cell_6294 KRAS 0
MSK67 Cell_6295 KRAS 0
MSK67 Cell_6296 KRAS 0
MSK67 Cell_6297 KRAS 0
MSK67 Cell_6298 KRAS 0
MSK67 Cell_6299 KRAS 0
MSK67 Cell_6300 KRAS 0
MSK67 Cell_6301 KRAS 0
MSK67 Cell_6302 KRAS 0
MSK67 Cell_6303 KRAS 0
MSK67 Cell_6304 KRAS 0
MSK67 Cell_6305 KRAS 0
MSK67 Cell_6306 KRAS 0
MSK67 Cell_6307 KRAS 0
MSK67 Cell_6308 KRAS 0
MSK67 Cell_6309 KRAS 0
MSK67 Cell_6310 KRAS 0
MSK67 Cell_6311 KRAS 0
MSK67 Cell_6312 KRAS 0
MSK67 Cell_6313 KRAS 0
MSK67 Cell_6314 KRAS 0
MSK67 Cell_6315 KRAS 0
MSK67 Cell_6316 KRAS 0
MSK67 Cell_6317 KRAS 0
MSK67 Cell_6318 KRAS 1
MSK67 Cell_6319 KRAS 0
MSK67 Cell_6320 KRAS 0
MSK67 Cell_6321 KRAS 0
MSK67 Cell_6322 KRAS 0
MSK67 Cell_6323 KRAS 0
MSK67 Cell_6324 KRAS 0
MSK67 Cell_6325 KRAS 0
MSK67 Cell_6326 KRAS 0
MSK67 Cell_6327 KRAS 0
MSK67 Cell_6328 KRAS 0
MSK67 Cell_6329 KRAS 0
MSK67 Cell_6330 KRAS 0
MSK67 Cell_6331 KRAS 0
MSK67 Cell_6332 KRAS 0
MSK67 Cell_6333 KRAS 0
MSK67 Cell_6334 KRAS 0
MSK67 Cell_6335 KRAS 0
MSK67 Cell_6336 KRAS 0
MSK67 Cell_6337 KRAS 0
MSK67 Cell_6338 KRAS 0
MSK67 Cell_6339 KRAS 0
MSK67 Cell_6340 KRAS 0
MSK67 Cell_6341 KRAS 0
MSK67 Cell_6342 KRAS 0
MSK67 Cell_6343 KRAS 0
MSK67 Cell_6344 KRAS 0
MSK67 Cell_6345 KRAS 0
MSK67 Cell_6346 KRAS 0
MSK67 Cell_6347 KRAS 0
MSK67 Cell_6348 KRAS 0
MSK67 Cell_6349 KRAS 0
MSK67 Cell_6350 KRAS 1
MSK67 Cell_6351 KRAS 0
MSK67 Cell_6352 KRAS 0
MSK67 Cell_6353 KRAS 0
MSK67 Cell_6354 KRAS 0
MSK67 Cell_6355 KRAS 0
MSK67 Cell_6356 KRAS 0
MSK67 Cell_6357 KRAS 0
MSK67 Cell_6358 KRAS 0
MSK67 Cell_6359 KRAS 0
MSK67 Cell_6360 KRAS 0
MSK67 Cell_6361 KRAS 0
MSK67 Cell_6362 KRAS 0
MSK67 Cell_6363 KRAS 0
MSK67 Cell_6364 KRAS 0
MSK67 Cell_6365 KRAS 0
MSK67 Cell_6366 KRAS 0
MSK67 Cell_6367 KRAS 0
MSK67 Cell_6368 KRAS 0
MSK67 Cell_6369 KRAS 0
MSK67 Cell_6370 KRAS 0
MSK67 Cell_6371 KRAS 0
MSK67 Cell_6372 KRAS 0
MSK67 Cell_6373 KRAS 0
MSK67 Cell_6374 KRAS 0
MSK67 Cell_6375 KRAS 0
MSK67 Cell_6376 KRAS 0
MSK67 Cell_6377 KRAS 0
MSK67 Cell_6378 KRAS 0
MSK67 Cell_6379 KRAS 0
MSK67 Cell_6380 KRAS 0
MSK67 Cell_6381 KRAS 0
MSK67 Cell_6382 KRAS 1
MSK67 Cell_6383 KRAS 0
MSK67 Cell_6384 KRAS 0
MSK67 Cell_6385 KRAS 0
MSK67 Cell_6386 KRAS 0
MSK67 Cell_6387 KRAS 0
MSK67 Cell_6388 KRAS 0
MSK67 Cell_6389 KRAS 0
MSK67 Cell_6390 KRAS 0
MSK67 Cell_6391 KRAS 0
MSK67 Cell_6392 KRAS 0
MSK67 Cell_6393 KRAS 0
MSK67 Cell_6394 KRAS 0
MSK67 Cell_6395 KRAS 0
MSK67 Cell_6396 KRAS 0
MSK67 Cell_6397 KRAS 0
MSK67 Cell_6398 KRAS 0
MSK67 Cell_6399 KRAS 0
MSK67 Cell_6400 KRAS 0
MSK67 Cell_6401 KRAS 0
MSK67 Cell_6402 KRAS 0
MSK67 Cell_6403 KRAS 0
MSK67 Cell_6404 KRAS 0
MSK67 Cell_6405 KRAS 0
MSK67 Cell_6406 KRAS 0
MSK67 Cell_6407 KRAS 0
MSK67 Cell_6408 KRAS 0
MSK67 Cell_6409 KRAS 0
MSK67 Cell_6410 KRAS 0
MSK67 Cell_6411 KRAS 1
MSK67 Cell_6412 KRAS 0
MSK67 Cell_6413 KRAS 0
MSK67 Cell_6414 KRAS 0
MSK67 Cell_6415 KRAS 0
MSK67 Cell_6416 KRAS 0
MSK67 Cell_6417 KRAS 0
MSK67 Cell_6418 KRAS 0
MSK67 Cell_6419 KRAS 0
MSK67 Cell_6420 KRAS 0
MSK67 Cell_6421 KRAS 0
MSK67 Cell_6422 KRAS 0
MSK67 Cell_6423 KRAS 0
MSK67 Cell_6424 KRAS 0
MSK67 Cell_6425 KRAS 0
MSK67 Cell_6426 KRAS 0
MSK67 Cell_6427 KRAS 0
MSK67 Cell_6428 KRAS 0
MSK67 Cell_6429 KRAS 0
MSK67 Cell_6430 KRAS 0
MSK67 Cell_6431 KRAS 0
MSK67 Cell_6432 KRAS 0
MSK67 Cell_6433 KRAS 0
MSK67 Cell_6434 KRAS 0
MSK67 Cell_6435 KRAS 0
MSK67 Cell_6436 KRAS 0
MSK67 Cell_6437 KRAS 0
MSK67 Cell_6438 KRAS 0
MSK67 Cell_6439 KRAS 0
MSK67 Cell_6440 KRAS 0
MSK67 Cell_6441 KRAS 0
MSK67 Cell_6442 KRAS 0
MSK67 Cell_6443 KRAS 0
MSK67 Cell_6444 KRAS 0
MSK67 Cell_6445 KRAS 0
MSK67 Cell_6446 KRAS 0
MSK67 Cell_6447 KRAS 0
MSK67 Cell_6448 KRAS 0
MSK67 Cell_6449 KRAS 0
MSK67 Cell_6450 KRAS 0
MSK67 Cell_6451 KRAS 1
MSK67 Cell_6452 KRAS 0
MSK67 Cell_6453 KRAS 0
MSK67 Cell_6454 KRAS 0
MSK67 Cell_6455 KRAS 0
MSK67 Cell_6456 KRAS 0
MSK67 Cell_6457 KRAS 0
MSK67 Cell_6458 KRAS 0
MSK67 Cell_6459 KRAS 0
MSK67 Cell_6460 KRAS 0
MSK67 Cell_6461 KRAS 0
MSK67 Cell_6462 KRAS 0
MSK67 Cell_6463 KRAS 0
MSK67 Cell_6464 KRAS 0
MSK67 Cell_6465 KRAS 0
MSK67 Cell_6466 KRAS 0
MSK67 Cell_6467 KRAS 0
MSK67 Cell_6468 KRAS 0
MSK67 Cell_6469 KRAS 0
MSK67 Cell_6470 KRAS 0
MSK67 Cell_6471 KRAS 0
MSK67 Cell_6472 KRAS 0
MSK67 Cell_6473 KRAS 0
MSK67 Cell_6474 KRAS 0
MSK67 Cell_6475 KRAS 0
MSK67 Cell_6476 KRAS 0
MSK67 Cell_6477 KRAS 0
MSK67 Cell_6478 KRAS 0
MSK67 Cell_6479 KRAS 0
MSK67 Cell_6480 KRAS 0
MSK67 Cell_6481 KRAS 0
MSK67 Cell_6482 KRAS 0
MSK67 Cell_6483 KRAS 0
MSK67 Cell_6484 KRAS 0
MSK67 Cell_6485 KRAS 0
MSK67 Cell_6486 KRAS 0
MSK67 Cell_6487 KRAS 0
MSK67 Cell_6488 KRAS 0
MSK67 Cell_6489 KRAS 0
MSK67 Cell_6490 KRAS 1
MSK67 Cell_6491 KRAS 0
MSK67 Cell_6492 KRAS 0
MSK67 Cell_6493 KRAS 0
MSK67 Cell_6494 KRAS 0
MSK67 Cell_6495 KRAS 0
MSK67 Cell_6496 KRAS 0
MSK67 Cell_6497 KRAS 0
MSK67 Cell_6498 KRAS 0
MSK67 Cell_6499 KRAS 0
MSK67 Cell_6500 KRAS 0
MSK67 Cell_6501 KRAS 0
MSK67 Cell_6502 KRAS 0
MSK67 Cell_6503 KRAS 0
MSK67 Cell_6504 KRAS 0
MSK67 Cell_6505 KRAS 0
MSK67 Cell_6506 KRAS 1
MSK67 Cell_6507 KRAS 0
MSK67 Cell_6508 KRAS 0
MSK67 Cell_6509 KRAS 0
MSK67 Cell_6510 KRAS 0
MSK67 Cell_6511 KRAS 0
MSK67 Cell_6512 KRAS 0
MSK67 Cell_6513 KRAS 0
MSK67 Cell_6514 KRAS 0
MSK67 Cell_6515 KRAS 0
MSK67 Cell_6516 KRAS 0
MSK67 Cell_6517 KRAS 0
MSK67 Cell_6518 KRAS 0
MSK67 Cell_6519 KRAS 0
MSK67 Cell_6520 KRAS 0
MSK67 Cell_6521 KRAS 0
MSK67 Cell_6522 KRAS 0
MSK67 Cell_6523 KRAS 0
MSK67 Cell_6524 KRAS 0
MSK67 Cell_6525 KRAS 0
MSK67 Cell_6526 KRAS 0
MSK67 Cell_6527 KRAS 0
MSK67 Cell_6528 KRAS 0
MSK67 Cell_6529 KRAS 0
MSK67 Cell_6530 KRAS 0
MSK67 Cell_6531 KRAS 0
MSK67 Cell_6532 KRAS 0
MSK67 Cell_6533 KRAS 0
MSK67 Cell_6534 KRAS 0
MSK67 Cell_6535 KRAS 0
MSK67 Cell_6536 KRAS 0
MSK67 Cell_6537 KRAS 0
MSK67 Cell_6538 KRAS 0
MSK67 Cell_6539 KRAS 1
MSK67 Cell_6540 KRAS 0
MSK67 Cell_6541 KRAS 0
MSK67 Cell_6542 KRAS 0
MSK67 Cell_6543 KRAS 0
MSK67 Cell_6544 KRAS 0
MSK67 Cell_6545 KRAS 1
MSK67 Cell_6546 KRAS 0
MSK67 Cell_6547 KRAS 0
MSK67 Cell_6548 KRAS 0
MSK67 Cell_6549 KRAS 1
MSK67 Cell_6550 KRAS 0
MSK67 Cell_6551 KRAS 1
MSK67 Cell_6552 KRAS 0
MSK67 Cell_6553 KRAS 1
MSK67 Cell_6554 KRAS 0
MSK67 Cell_6555 KRAS 0
MSK67 Cell_6556 KRAS 0
MSK67 Cell_6557 KRAS 0
MSK67 Cell_6558 KRAS 0
MSK67 Cell_6559 KRAS 0
MSK67 Cell_6560 KRAS 0
MSK67 Cell_6561 KRAS 0
MSK67 Cell_6562 KRAS 0
MSK67 Cell_6563 KRAS 0
MSK67 Cell_6564 KRAS 0
MSK67 Cell_6565 KRAS 0
MSK67 Cell_6566 KRAS 0
MSK67 Cell_6567 KRAS 0
MSK67 Cell_6568 KRAS 0
MSK67 Cell_6569 KRAS 0
MSK67 Cell_6570 KRAS 0
MSK67 Cell_6571 KRAS 0
MSK67 Cell_6572 KRAS 0
MSK67 Cell_6573 KRAS 0
MSK67 Cell_6574 KRAS 0
MSK67 Cell_6575 KRAS 0
MSK67 Cell_6576 KRAS 0
MSK67 Cell_6577 KRAS 0
MSK67 Cell_6578 KRAS 0
MSK67 Cell_6579 KRAS 0
MSK67 Cell_6580 KRAS 0
MSK67 Cell_6581 KRAS 0
MSK67 Cell_6582 KRAS 0
MSK67 Cell_6583 KRAS 0
MSK67 Cell_6584 KRAS 0
MSK67 Cell_6585 KRAS 0
MSK67 Cell_6586 KRAS 0
MSK67 Cell_6587 KRAS 0
MSK67 Cell_6588 KRAS 0
MSK67 Cell_6589 KRAS 0
MSK67 Cell_6590 KRAS 0
MSK67 Cell_6591 KRAS 0
MSK67 Cell_6592 KRAS 0
MSK67 Cell_6593 KRAS 0
MSK67 Cell_6594 KRAS 0
MSK67 Cell_6595 KRAS 0
MSK67 Cell_6596 KRAS 0
MSK67 Cell_6597 KRAS 0
MSK67 Cell_6598 KRAS 0
MSK67 Cell_6599 KRAS 0
MSK67 Cell_6600 KRAS 0
MSK67 Cell_6601 KRAS 0
MSK67 Cell_6602 KRAS 0
MSK67 Cell_6603 KRAS 0
MSK67 Cell_6604 KRAS 0
MSK67 Cell_6605 KRAS 0
MSK67 Cell_6606 KRAS 0
MSK67 Cell_6607 KRAS 0
MSK67 Cell_6608 KRAS 0
MSK67 Cell_6609 KRAS 0
MSK67 Cell_6610 KRAS 0
MSK67 Cell_6611 KRAS 0
MSK67 Cell_6612 KRAS 0
MSK67 Cell_6613 KRAS 0
MSK67 Cell_6614 KRAS 0
MSK67 Cell_6615 KRAS 0
MSK67 Cell_6616 KRAS 0
MSK67 Cell_6617 KRAS 0
MSK67 Cell_6618 KRAS 0
MSK67 Cell_6619 KRAS 0
MSK67 Cell_6620 KRAS 0
MSK67 Cell_6621 KRAS 0
MSK67 Cell_6622 KRAS 0
MSK67 Cell_6623 KRAS 0
MSK67 Cell_6624 KRAS 0
MSK67 Cell_6625 KRAS 0
MSK67 Cell_6626 KRAS 0
MSK67 Cell_6627 KRAS 0
MSK67 Cell_6628 KRAS 0
MSK67 Cell_6629 KRAS 0
MSK67 Cell_6630 KRAS 0
MSK67 Cell_6631 KRAS 0
MSK67 Cell_6632 KRAS 0
MSK67 Cell_6633 KRAS 0
MSK67 Cell_6634 KRAS 0
MSK67 Cell_6635 KRAS 0
MSK67 Cell_6636 KRAS 0
MSK67 Cell_6637 KRAS 0
MSK67 Cell_6638 KRAS 1
MSK67 Cell_6639 KRAS 1
MSK67 Cell_6640 KRAS 0
MSK67 Cell_6641 KRAS 0
MSK67 Cell_6642 KRAS 1
MSK67 Cell_6643 KRAS 1
MSK67 Cell_6644 KRAS 0
MSK67 Cell_6645 KRAS 0
MSK67 Cell_6646 KRAS 0
MSK67 Cell_6647 KRAS 0
MSK67 Cell_6648 KRAS 0
MSK67 Cell_6649 KRAS 0
MSK67 Cell_6650 KRAS 0
MSK67 Cell_6651 KRAS 0
MSK67 Cell_6652 KRAS 0
MSK67 Cell_6653 KRAS 0
MSK67 Cell_6654 KRAS 0
MSK67 Cell_6655 KRAS 0
MSK67 Cell_6656 KRAS 0
MSK67 Cell_6657 KRAS 0
MSK67 Cell_6658 KRAS 0
MSK67 Cell_6659 KRAS 0
MSK67 Cell_6660 KRAS 0
MSK67 Cell_6661 KRAS 0
MSK67 Cell_6662 KRAS 0
MSK67 Cell_6663 KRAS 1
MSK67 Cell_6664 KRAS 0
MSK67 Cell_6665 KRAS 0
MSK67 Cell_6666 KRAS 0
MSK67 Cell_6667 KRAS 0
MSK67 Cell_6668 KRAS 0
MSK67 Cell_6669 KRAS 0
MSK67 Cell_6670 KRAS 0
MSK67 Cell_6671 KRAS 0
MSK67 Cell_6672 KRAS 0
MSK67 Cell_6673 KRAS 0
MSK67 Cell_6674 KRAS 0
MSK67 Cell_6675 KRAS 0
MSK67 Cell_6676 KRAS 0
MSK67 Cell_6677 KRAS 0
MSK67 Cell_6678 KRAS 0
MSK67 Cell_6679 KRAS 0
MSK67 Cell_6680 KRAS 0
MSK67 Cell_6681 KRAS 0
MSK67 Cell_6682 KRAS 0
MSK67 Cell_6683 KRAS 0
MSK67 Cell_6684 KRAS 0
MSK67 Cell_6685 KRAS 0
MSK67 Cell_6686 KRAS 1
MSK67 Cell_6687 KRAS 0
MSK67 Cell_6688 KRAS 0
MSK67 Cell_6689 KRAS 0
MSK67 Cell_6690 KRAS 0
MSK67 Cell_6691 KRAS 0
MSK67 Cell_6692 KRAS 0
MSK67 Cell_6693 KRAS 0
MSK67 Cell_6694 KRAS 0
MSK67 Cell_6695 KRAS 0
MSK67 Cell_6696 KRAS 0
MSK67 Cell_6697 KRAS 0
MSK67 Cell_6698 KRAS 0
MSK67 Cell_6699 KRAS 0
MSK67 Cell_6700 KRAS 1
MSK67 Cell_6701 KRAS 0
MSK67 Cell_6702 KRAS 0
MSK67 Cell_6703 KRAS 0
MSK67 Cell_6704 KRAS 0
MSK67 Cell_6705 KRAS 0
MSK67 Cell_6706 KRAS 0
MSK67 Cell_6707 KRAS 0
MSK67 Cell_6708 KRAS 0
MSK67 Cell_6709 KRAS 0
MSK67 Cell_6710 KRAS 0
MSK67 Cell_6711 KRAS 0
MSK67 Cell_6712 KRAS 0
MSK67 Cell_6713 KRAS 0
MSK67 Cell_6714 KRAS 0
MSK67 Cell_6715 KRAS 0
MSK67 Cell_6716 KRAS 0
MSK67 Cell_6717 KRAS 0
MSK67 Cell_6718 KRAS 0
MSK67 Cell_6719 KRAS 0
MSK67 Cell_6720 KRAS 0
MSK67 Cell_6721 KRAS 0
MSK67 Cell_6722 KRAS 0
MSK67 Cell_6723 KRAS 0
MSK67 Cell_6724 KRAS 0
MSK67 Cell_6725 KRAS 0
MSK67 Cell_6726 KRAS 0
MSK67 Cell_6727 KRAS 0
MSK67 Cell_6728 KRAS 0
MSK67 Cell_6729 KRAS 0
MSK67 Cell_6730 KRAS 1
MSK67 Cell_6731 KRAS 1
MSK67 Cell_6732 KRAS 0
MSK67 Cell_6733 KRAS 0
MSK67 Cell_6734 KRAS 0
MSK67 Cell_6735 KRAS 0
MSK67 Cell_6736 KRAS 0
MSK67 Cell_6737 KRAS 0
MSK67 Cell_6738 KRAS 0
MSK67 Cell_6739 KRAS 0
MSK67 Cell_6740 KRAS 0
MSK67 Cell_6741 KRAS 0
MSK67 Cell_6742 KRAS 0
MSK67 Cell_6743 KRAS 0
MSK67 Cell_6744 KRAS 0
MSK67 Cell_6745 KRAS 0
MSK67 Cell_6746 KRAS 0
MSK67 Cell_6747 KRAS 1
MSK67 Cell_6748 KRAS 0
MSK67 Cell_6749 KRAS 0
MSK67 Cell_6750 KRAS 0
MSK67 Cell_6751 KRAS 0
MSK67 Cell_6752 KRAS 0
MSK67 Cell_6753 KRAS 0
MSK67 Cell_6754 KRAS 0
MSK67 Cell_6755 KRAS 0
MSK67 Cell_6756 KRAS 0
MSK67 Cell_6757 KRAS 0
MSK67 Cell_6758 KRAS 0
MSK67 Cell_6759 KRAS 0
MSK67 Cell_6760 KRAS 0
MSK67 Cell_6761 KRAS 0
MSK67 Cell_6762 KRAS 0
MSK67 Cell_6763 KRAS 0
MSK67 Cell_6764 KRAS 0
MSK67 Cell_6765 KRAS 0
MSK67 Cell_6766 KRAS 0
MSK67 Cell_6767 KRAS 0
MSK67 Cell_6768 KRAS 0
MSK67 Cell_6769 KRAS 0
MSK67 Cell_6770 KRAS 0
MSK67 Cell_6771 KRAS 1
MSK67 Cell_6772 KRAS 0
MSK67 Cell_6773 KRAS 0
MSK67 Cell_6774 KRAS 1
MSK67 Cell_6775 KRAS 0
MSK67 Cell_6776 KRAS 0
MSK67 Cell_6777 KRAS 0
MSK67 Cell_6778 KRAS 0
MSK67 Cell_6779 KRAS 0
MSK67 Cell_6780 KRAS 0
MSK67 Cell_6781 KRAS 0
MSK67 Cell_6782 KRAS 0
MSK67 Cell_6783 KRAS 1
MSK67 Cell_6784 KRAS 0
MSK67 Cell_6785 KRAS 0
MSK67 Cell_6786 KRAS 0
MSK67 Cell_6787 KRAS 0
MSK67 Cell_6788 KRAS 0
MSK67 Cell_6789 KRAS 0
MSK67 Cell_6790 KRAS 0
MSK67 Cell_6791 KRAS 0
MSK67 Cell_6792 KRAS 0
MSK67 Cell_6793 KRAS 0
MSK67 Cell_6794 KRAS 0
MSK67 Cell_6795 KRAS 0
MSK67 Cell_6796 KRAS 0
MSK67 Cell_6797 KRAS 1
MSK67 Cell_6798 KRAS 0
MSK67 Cell_6799 KRAS 0
MSK67 Cell_6800 KRAS 0
MSK67 Cell_6801 KRAS 0
MSK67 Cell_6802 KRAS 0
MSK67 Cell_6803 KRAS 0
MSK67 Cell_6804 KRAS 0
MSK67 Cell_6805 KRAS 0
MSK67 Cell_6806 KRAS 0
MSK67 Cell_6807 KRAS 0
MSK67 Cell_6808 KRAS 0
MSK67 Cell_6809 KRAS 0
MSK67 Cell_6810 KRAS 0
MSK67 Cell_6811 KRAS 0
MSK67 Cell_6812 KRAS 0
MSK67 Cell_6813 KRAS 0
MSK67 Cell_6814 KRAS 0
MSK67 Cell_6815 KRAS 0
MSK67 Cell_6816 KRAS 0
MSK67 Cell_6817 KRAS 0
MSK67 Cell_6818 KRAS 0
MSK67 Cell_6819 KRAS 0
MSK67 Cell_6820 KRAS 0
MSK67 Cell_6821 KRAS 0
MSK67 Cell_6822 KRAS 0
MSK67 Cell_6823 KRAS 0
MSK67 Cell_6824 KRAS 0
MSK67 Cell_6825 KRAS 0
MSK67 Cell_6826 KRAS 0
MSK67 Cell_6827 KRAS 0
MSK67 Cell_6828 KRAS 0
MSK67 Cell_6829 KRAS 1
MSK67 Cell_6830 KRAS 1
MSK67 Cell_6831 KRAS 0
MSK67 Cell_6832 KRAS 0
MSK67 Cell_6833 KRAS 0
MSK67 Cell_6834 KRAS 0
MSK67 Cell_6835 KRAS 0
MSK67 Cell_6836 KRAS 0
MSK67 Cell_6837 KRAS 0
MSK67 Cell_6838 KRAS 0
MSK67 Cell_6839 KRAS 0
MSK67 Cell_6840 KRAS 0
MSK67 Cell_6841 KRAS 0
MSK67 Cell_6842 KRAS 0
MSK67 Cell_6843 KRAS 0
MSK67 Cell_6844 KRAS 0
MSK67 Cell_6845 KRAS 0
MSK67 Cell_6846 KRAS 0
MSK67 Cell_6847 KRAS 0
MSK67 Cell_6848 KRAS 0
MSK67 Cell_6849 KRAS 0
MSK67 Cell_6850 KRAS 0
